WIH
9
9
9
9
9
9
8
8
8
7
7
7
6
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
2
2
2
2
2
2
2
1
1
1
1
0
0
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
7
7
6
6
6
6
6
5
4
9
9
9
9
9
9
9
9
9
9
9
9
8
7
7
7
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
3
3
3
3
2
2
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
4
4
4
4
4
4
4
4
4
2
2
2
2
9
9
9
9
9
9
9
8
8
7
7
7
7
7
7
7
7
7
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
2
1
8
8
7
7
7
7
7
7
7
7
7
7
6
5
5
5
5
4
3
3
2
2
2
2
2
2
2
2
2
1
1
1
1
0
0
0
0
0
9
9
9
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
7
7
6
6
6
6
6
5
5
5
5
4
4
4
3
3
3
3
3
2
1
1
0
0
9
9
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
4
4
3
2
2
2
2
1
1
0
9
9
9
8
8
7
6
6
6
6
6
6
6
6
5
5
5
5
5
5
4
4
4
4
4
4
4
4
3
3
3
3
2
2
1
1
1
1
1
1
1
1
1
1
1
0
0
0
0
0
9
9
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
5
5
5
5
5
5
4
4
3
3
3
2
2
1
1
9
9
9
9
8
8
8
7
7
7
7
7
7
7
7
6
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
9
9
8
8
8
8
8
8
8
7
7
7
7
7
7
7
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
3
2
2
2
0
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
7
6
6
6
6
5
5
5
5
5
4
4
4
4
2
2
2
2
2
2
2
2
2
2
9
9
9
9
9
9
9
8
8
8
7
7
7
7
7
7
7
7
7
6
5
5
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1
1
1
1
1
1
1
0
0
0
0
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
9
9
9
9
9
9
9
8
8
8
8
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
4
4
3
3
2
1
9
9
8
8
8
7
6
6
6
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
0
0
0
0
9
8
8
8
7
7
7
7
7
7
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
2
2
1
1
1
1
1
0
9
9
9
9
9
9
8
8
8
8
8
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
5
5
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
2
2
2
2
1
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
7
6
6
6
6
5
5
5
5
5
5
5
5
3
3
2
2
2
2
2
2
2
2
2
1
0
0
0
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
7
6
4
4
3
9
9
9
9
8
8
8
8
8
8
7
7
7
6
6
6
6
6
6
6
6
5
5
5
5
5
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
9
9
9
9
9
8
8
8
8
8
8
8
8
8
7
6
5
5
5
5
4
2
2
2
2
2
2
2
1
1
1
0
9
9
9
9
9
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
5
5
4
4
4
4
4
3
3
2
2
2
1
1
9
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
6
5
5
5
5
4
4
4
3
2
2
1
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
5
5
5
4
4
4
4
4
3
3
3
3
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
4
3
3
2
2
2
2
2
2
2
1
9
9
9
9
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
4
4
3
2
2
2
1
1
1
1
1
1
1
1
1
1
1
0
0
0
0
0
0
0
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
6
4
4
4
4
4
4
4
3
3
2
2
2
2
1
0
0
9
9
9
8
8
8
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
4
3
3
3
3
3
3
3
3
1
1
0
0
0
0
0
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
8
6
6
6
6
6
6
6
6
6
6
6
5
5
5
4
4
4
4
4
3
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
6
6
6
5
5
5
4
4
4
4
4
4
4
4
3
3
3
3
3
2
2
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
8
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
4
3
9
9
9
9
9
9
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
6
5
5
5
5
5
5
5
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
7
7
7
7
7
7
6
5
5
5
5
5
4
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
8
8
7
7
7
7
7
7
7
7
7
7
7
7
7
7
6
6
5
4
4
4
4
4
3
1
1
1
1
0
0
9
9
9
9
9
8
8
8
8
8
8
8
8
8
7
7
7
7
7
7
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
4
3
3
9
9
9
